from,to,flag
12933062,12934359,1
12932645,12931593,1
12933193,12930975,1
12930573,12931050,1
12932020,12933193,1
12931344,12931818,1
12932681,12932731,1
12932238,12934275,1
12930129,12932870,1
12930573,12930232,1
12934359,12931593,1
12930975,12934461,1
12930724,12932327,1
12933198,12930485,1
12932872,12932624,1
12933204,12930500,1
12934546,12930395,1
12933937,12933629,1
12930724,12934326,1
12931828,12933948,1
12931741,12930712,1
12933558,12930712,1
12930474,12932908,1
12931740,12932844,1
12932797,12931894,1
12934159,12934433,1
12931361,12931782,1
12932645,12933707,1
12933441,12930655,1
12932892,12933661,1
12930474,12932731,1
12930794,12930396,1
12930647,12934277,1
12934543,12932407,1
12932872,12930847,1
12930668,12931344,1
12932946,12932409,1
12930422,12932946,1
12930573,12931516,1
12934414,12932851,1
12934056,12932870,1
12930395,12930270,1
12932123,12930270,1
12930573,12932783,1
12933504,12930485,1
12930282,12930641,1
12930573,12932624,1
12934414,12930975,1
12933380,12934433,1
12930164,12933972,1
12932020,12933505,1
12931082,12930500,1
12931161,12931344,1
12933204,12931985,1
12931850,12933707,1
12931850,12930756,1
12934414,12930550,1
12933623,12933629,1
12934008,12930396,1
12934414,12933903,1
12932327,12932031,1
12933623,12930261,1
12930471,12931782,1
12930975,12931503,1
12930724,12933824,1
12932817,12930731,1
12930647,12932791,1
12930242,12931293,1
12933198,12933053,1
12931655,12933198,1
12930948,12931595,1
12932173,12932870,1
12933784,12932407,1
12932020,12932844,1
12934404,12931746,1
12931274,12932406,1
12932808,12932843,1
12931082,12930550,1
12932693,12933707,1
12934543,12934326,1
12934538,12933053,1
12932681,12932791,1
12933672,12931088,1
12932517,12934203,1
12931894,12931595,1
12932296,12932407,1
12932693,12931163,1
12931882,12931344,1
12931740,12933661,1
12932780,12932409,1
12930573,12931082,1
12931031,12932791,1
12933623,12932918,1
12934502,12932843,1
12933437,12934546,1
12930647,12932086,1
12932123,12932407,1
12934502,12930129,1
12933111,12930712,1
12934404,12932886,1
12930668,12931782,1
12933441,12933707,1
12930731,12932783,1
12931462,12932843,1
12932908,12933225,1
12933672,12930731,1
12931882,12932091,1
12933672,12934393,1
12932123,12932691,1
12934414,12931919,1
12932851,12931088,1
12932123,12933092,1
12931031,12934264,1
12930573,12932365,1
12934056,12933948,1
12934077,12934285,1
12930510,12931119,1
12933623,12931593,1
12930422,12932918,1
12930998,12934081,1
12930526,12930731,1
12930993,12932327,1
12931843,12931344,1
12934404,12933707,1
12930550,12932946,1
12933937,12934433,1
12930647,12930731,1
12931740,12934275,1
12933707,12934078,1
12932983,12931082,1
12930771,12934078,1
12934502,12930712,1
12933937,12930299,1
12932843,12933629,1
12932297,12931293,1
12930907,12934433,1
12933540,12931293,1
12932123,12930299,1
12930590,12934461,1
12930422,12932843,1
12932440,12933948,1
12933450,12931797,1
12930182,12932089,1
12934124,12931985,1
12932951,12933505,1
12932296,12931483,1
12934486,12932946,1
12932020,12931344,1
12932296,12932409,1
12933062,12933111,1
12933204,12932407,1
12934502,12932589,1
12930282,12933512,1
12932326,12932409,1
12930471,12932089,1
12931655,12932772,1
12933044,12931593,1
12930580,12931818,1
12931483,12932946,1
12932983,12931355,1
12933204,12930485,1
12932513,12934285,1
12932296,12932251,1
12930471,12931462,1
12934404,12931985,1
12933046,12932851,1
12932589,12932946,1
12931828,12930396,1
12931877,12934433,1
12931882,12932946,1
12930356,12930396,1
12934124,12930396,1
12931843,12932797,1
12934488,12931593,1
12932020,12933906,1
12930580,12931782,1
12933672,12931045,1
12933437,12931082,1
12931850,12933505,1
12930574,12932783,1
12930724,12931462,1
12932946,12932213,1
12934259,12934078,1
12934414,12933314,1
12931655,12933876,1
12932653,12934517,1
12931655,12933190,1
12932908,12932190,1
12932946,12933460,1
12933937,12932375,1
12930301,12930515,1
12932409,12931782,1
12932946,12934066,1
12934546,12932029,1
12933062,12932409,1
12931344,12933972,1
12933784,12930712,1
12934159,12934081,1
12933450,12933190,1
12932066,12932946,1
12934414,12932091,1
12930998,12931163,1
12930948,12930994,1
12930590,12933077,1
12931655,12932599,1
12934393,12930712,1
12932843,12931293,1
12932955,12934285,1
12931740,12931797,1
12933441,12934264,1
12931793,12932870,1
12930573,12933950,1
12933441,12931595,1
12930395,12933876,1
12932158,12932946,1
12932983,12934275,1
12932584,12933948,1
12930515,12930396,1
12934479,12932731,1
12930580,12934546,1
12931045,12932946,1
12931740,12932624,1
12933937,12932946,1
12932893,12931595,1
12933937,12932158,1
12934502,12930756,1
12932681,12934275,1
12932908,12932407,1
12934414,12932158,1
12934414,12931503,1
12932946,12933876,1
12931658,12931293,1
12933792,12931293,1
12930526,12932946,1
12930668,12933948,1
12931740,12933435,1
12930993,12933429,1
12932020,12932002,1
12931877,12931293,1
12933623,12932406,1
12932409,12931516,1
12933623,12932843,1
12933991,12934442,1
12932296,12932599,1
12933937,12933707,1
12930647,12930574,1
12934479,12932955,1
12930422,12933429,1
12934502,12932851,1
12930534,12934442,1
12931828,12932851,1
12934502,12932072,1
12932296,12930299,1
12930526,12933512,1
12931740,12934442,1
12931593,12933429,1
12930422,12933077,1
12933623,12933566,1
12932206,12933291,1
12932584,12932946,1
12934124,12933904,1
12932870,12934264,1
12933204,12931045,1
12931740,12934277,1
12931843,12932946,1
12932296,12933225,1
12931741,12934461,1
12930515,12933092,1
12932296,12931985,1
12933450,12933291,1
12933046,12932955,1
12932326,12931516,1
12930534,12934081,1
12932020,12933637,1
12933435,12933505,1
12933441,12933200,1
12932983,12932860,1
12933291,12930712,1
12931740,12930443,1
12930164,12934517,1
12931740,12931348,1
12931894,12932599,1
12933062,12931793,1
12930647,12932844,1
12932296,12932816,1
12934290,12930396,1
12934414,12933540,1
12930573,12933558,1
12933906,12930515,1
12931025,12931462,1
12930395,12930485,1
12933380,12930731,1
12933450,12931985,1
12932296,12930270,1
12930537,12931593,1
12932296,12933198,1
12930471,12931593,1
12931631,12933629,1
12932681,12934277,1
12934150,12930847,1
12930573,12930994,1
12932653,12932375,1
12930647,12930641,1
12931036,12932409,1
12933164,12933193,1
12930573,12933193,1
12932029,12932946,1
12932955,12931348,1
12934414,12932691,1
12933164,12931082,1
12932892,12934526,1
12934543,12933948,1
12933204,12932238,1
12934414,12932772,1
12932693,12933429,1
12933204,12930469,1
12931740,12932918,1
12933204,12931088,1
12930998,12933291,1
12934502,12933903,1
12933204,12931036,1
12931480,12931355,1
12932296,12931503,1
12934479,12930261,1
12934277,12934461,1
12930573,12932791,1
12933991,12931985,1
12931740,12931050,1
12932870,12932528,1
12933437,12932031,1
12931740,12930391,1
12930616,12931274,1
12932020,12933792,1
12931850,12930847,1
12934159,12932780,1
12931780,12930232,1
12931655,12931344,1
12931877,12932955,1
12932893,12930299,1
12932018,12930847,1
12934422,12931293,1
12931631,12932946,1
12932326,12933291,1
12934414,12931602,1
12931797,12931782,1
12933324,12934203,1
12933623,12931112,1
12932946,12933732,1
12932653,12932908,1
12930281,12932091,1
12930195,12932946,1
12932296,12930847,1
12934468,12930396,1
12933204,12933540,1
12931894,12930270,1
12930647,12931818,1
12931820,12932173,1
12930847,12930443,1
12934414,12931112,1
12932296,12932091,1
12932983,12934347,1
12934502,12931793,1
12934077,12933903,1
12933948,12930712,1
12933441,12931818,1
12932872,12931782,1
12931820,12934546,1
12933937,12934488,1
12932296,12933190,1
12932296,12931344,1
12930422,12934275,1
12931655,12933460,1
12930422,12934514,1
12933441,12934078,1
12932296,12932955,1
12930413,12931293,1
12931031,12932075,1
12930282,12932327,1
12930395,12931818,1
12932681,12933291,1
12934414,12933460,1
12933937,12933193,1
12933164,12930712,1
12933441,12932091,1
12933623,12932745,1
12930550,12933291,1
12932173,12934488,1
12933450,12932528,1
12932955,12933190,1
12932872,12933948,1
12932020,12932308,1
12932296,12932066,1
12934035,12932365,1
12930845,12930518,1
12932908,12933956,1
12933623,12933291,1
12934502,12934081,1
12930770,12930731,1
12933284,12930232,1
12930510,12931355,1
12930515,12932251,1
12934414,12930574,1
12933441,12933732,1
12933380,12931050,1
12932031,12931516,1
12934061,12932624,1
12931031,12931163,1
12932440,12932409,1
12933380,12931793,1
12933429,12933505,1
12933441,12934538,1
12931894,12932691,1
12933441,12932797,1
12934502,12931629,1
12931050,12932745,1
12932808,12934081,1
12930395,12934066,1
12930282,12932955,1
12931603,12930261,1
12934404,12933190,1
12934502,12933661,1
12931820,12934526,1
12932780,12930396,1
12933991,12933505,1
12932000,12930712,1
12930573,12932089,1
12932326,12932031,1
12933796,12932908,1
12931850,12930574,1
12933623,12931818,1
12933732,12930396,1
12932517,12933707,1
12930422,12934488,1
12930282,12931462,1
12934433,12934372,1
12932955,12932870,1
12934486,12934488,1
12930668,12931593,1
12934502,12933200,1
12930515,12930712,1
12934479,12931082,1
12933204,12932851,1
12934543,12934347,1
12932681,12932851,1
12931031,12930948,1
12934159,12930731,1
12934468,12930731,1
12932892,12932305,1
12931631,12934488,1
12932020,12932843,1
12932326,12931593,1
12934414,12930655,1
12932296,12934422,1
12932297,12932091,1
12931355,12930712,1
12934502,12931801,1
12933991,12931483,1
12933429,12931818,1
12934347,12930515,1
12933623,12934488,1
12931894,12933092,1
12932900,12931782,1
12931185,12931818,1
12932983,12931163,1
12931740,12931088,1
12933623,12931894,1
12934414,12932128,1
12930573,12932031,1
12934502,12930242,1
12933623,12932409,1
12934414,12931045,1
12933294,12934461,1
12930422,12934347,1
12932892,12931503,1
12933324,12931782,1
12933991,12931293,1
12932123,12933707,1
12930395,12933505,1
12930573,12931163,1
12932893,12933460,1
12932296,12933200,1
12930907,12932407,1
12932893,12930261,1
12932653,12934081,1
12932409,12930261,1
12934414,12933972,1
12934414,12931344,1
12934275,12932745,1
12934404,12931293,1
12933204,12934538,1
12933380,12931045,1
12934414,12933948,1
12931274,12934078,1
12930724,12934508,1
12932296,12930590,1
12932955,12933732,1
12931740,12931361,1
12930422,12931629,1
12932808,12931082,1
12932123,12933505,1
12930471,12934393,1
12932020,12933732,1
12932409,12932251,1
12932872,12932908,1
12934414,12934517,1
12933324,12932908,1
12930655,12933558,1
12930534,12934326,1
12932002,12934078,1
12930515,12932086,1
12932296,12933092,1
12930526,12930550,1
12934502,12933193,1
12930515,12931782,1
12932020,12932946,1
12930756,12933429,1
12932946,12933707,1
12930573,12932918,1
12930647,12933629,1
12932020,12933200,1
12931740,12933198,1
12932893,12933876,1
12931031,12930500,1
12934203,12930712,1
12932645,12930756,1
12930794,12930731,1
12930647,12934506,1
12933937,12934285,1
12933062,12934508,1
12933324,12932409,1
12931793,12932745,1
12934414,12931483,1
12933429,12932213,1
12931746,12931293,1
12934546,12930396,1
12930573,12933111,1
12933441,12932470,1
12930474,12931782,1
12932123,12933460,1
12930526,12932908,1
12930724,12934517,1
12930724,12931629,1
12932018,12932327,1
12931082,12930515,1
12930526,12933732,1
12932983,12931793,1
12930282,12934433,1
12933046,12932780,1
12933204,12934546,1
12932020,12932816,1
12932020,12932089,1
12930422,12930356,1
12932409,12931293,1
12930526,12933429,1
12930422,12932731,1
12933623,12932780,1
12932296,12932213,1
12931462,12931782,1
12931655,12931113,1
12934061,12934393,1
12932908,12930750,1
12930580,12932409,1
12934502,12931050,1
12930647,12931516,1
12931740,12932731,1
12932296,12931746,1
12931741,12933193,1
12933450,12931082,1
12933284,12932089,1
12934546,12934422,1
12932908,12932918,1
12934061,12931163,1
12932296,12934538,1
12934275,12934326,1
12931045,12934461,1
12932296,12933505,1
12933284,12934393,1
12930422,12934008,1
12932908,12930771,1
12934414,12933732,1
12932681,12930731,1
12930526,12934461,1
12932645,12931782,1
12933062,12931274,1
12932296,12933512,1
12933429,12932870,1
12930443,12934461,1
12934502,12932406,1
12934414,12933824,1
12930526,12933505,1
12934414,12931985,1
12932296,12932128,1
12931740,12933558,1
12931850,12932409,1
12932297,12934372,1
12930724,12930574,1
12934433,12931818,1
12931740,12931782,1
12934517,12934461,1
12930647,12934508,1
12932128,12930712,1
12934526,12931293,1
12932296,12934546,1
12930281,12933429,1
12934502,12933506,1
12934061,12932908,1
12930510,12931818,1
12932584,12934433,1
12930573,12930641,1
12930282,12934517,1
12932681,12932745,1
12932296,12932772,1
12932908,12932898,1
12930647,12930756,1
12930724,12932089,1
12932020,12934277,1
12934502,12932075,1
12934414,12932797,1
12932983,12932528,1
12934502,12933629,1
12930573,12934326,1
12930770,12932908,1
12931894,12933460,1
12934159,12930847,1
12931120,12931593,1
12934414,12932816,1
12934502,12932844,1
12932783,12934461,1
12932681,12932407,1
12931025,12931593,1
12930515,12933505,1
12931185,12933225,1
12930282,12932173,1
12931031,12931082,1
12932296,12934066,1
12932892,12931593,1
12932983,12934277,1
12934502,12933435,1
12930998,12932783,1
12932296,12933460,1
12932020,12931801,1
12930573,12931036,1
12930590,12930712,1
12932020,12931119,1
12932440,12932955,1
12934502,12934514,1
12932946,12931293,1
12930573,12932898,1
12930794,12932908,1
12931161,12933948,1
12931782,12932002,1
12933991,12931593,1
12932955,12933567,1
12933991,12933567,1
12932020,12932407,1
12934404,12933824,1
12932297,12931919,1
12933155,12930396,1
12932020,12930731,1
12934061,12932035,1
12933623,12932190,1
12930281,12932955,1
12932020,12934078,1
12932305,12933429,1
12934414,12932066,1
12930413,12931045,1
12933937,12932745,1
12932018,12932173,1
12933046,12933077,1
12932031,12932955,1
12933324,12930731,1
12931740,12934514,1
12932296,12931818,1
12932020,12931113,1
12934414,12932951,1
12934502,12930641,1
12933441,12933225,1
12932020,12933876,1
12932772,12934461,1
12932020,12930756,1
12933062,12934275,1
12931828,12930731,1
12934159,12932745,1
12932946,12933053,1
12930281,12932089,1
12934502,12932173,1
12933164,12933429,1
12932018,12934461,1
12932983,12934264,1
12930847,12931045,1
12932297,12932035,1
12933623,12932365,1
12931031,12932327,1
12934414,12934538,1
12934159,12932955,1
12930998,12932955,1
12931655,12934078,1
12932297,12930655,1
12932020,12930261,1
12934414,12931293,1
12932031,12930515,1
12930580,12933948,1
12932955,12932791,1
12930998,12933429,1
12932653,12934275,1
12934502,12933429,1
12933796,12931782,1
12932020,12930847,1
12932297,12931112,1
12934502,12933777,1
12932020,12933972,1
12932297,12930975,1
12932296,12931593,1
12931740,12930847,1
12931740,12931293,1
12931850,12934078,1
12930794,12932190,1
12934414,12930469,1
12933441,12933540,1
12930282,12932375,1
12934502,12933566,1
12933380,12932851,1
12934414,12934546,1
12933623,12934078,1
12932900,12932955,1
12930647,12933429,1
12931655,12933707,1
12933380,12930712,1
12933623,12930731,1
12931850,12934461,1
12930515,12932406,1
12931740,12934461,1
12931740,12930195,1
12931603,12931293,1
12930422,12930968,1
12932808,12931163,1
12930422,12931593,1
12931882,12931782,1
12931824,12934461,1
12933062,12932470,1
12931850,12930731,1
12933062,12931163,1
12930510,12934078,1
12934502,12932791,1
12932517,12932955,1
12932020,12931818,1
12932020,12934538,1
12934479,12933429,1
12934502,12930660,1
12933167,12933429,1
12934372,12933429,1
12932123,12931293,1
12934488,12932946,1
12931740,12932470,1
12933062,12931462,1
12934502,12932745,1
12933437,12932955,1
12934414,12933707,1
12932297,12933972,1
12933567,12932783,1
12932297,12933314,1
12930422,12934285,1
12932297,12932589,1
12932297,12931746,1
12933429,12933777,1
12934502,12934508,1
12930422,12933629,1
12932892,12933948,1
12931740,12934508,1
12930647,12932470,1
12930998,12932327,1
12931740,12933950,1
12933623,12932898,1
12931740,12932528,1
12932297,12932951,1
12930573,12931818,1
12933380,12934275,1
12931249,12932918,1
12932297,12931483,1
12930422,12932908,1
12931185,12934488,1
12932297,12932797,1
12934502,12932918,1
12930647,12930847,1
12932297,12932066,1
12932513,12934393,1
12931740,12931462,1
12931740,12932406,1
12930647,12932908,1
12930573,12933291,1
12930422,12930396,1
12931740,12932238,1
12933437,12931782,1
12932297,12931602,1
12931740,12932075,1
12932326,12932365,1
12930422,12932072,1
12934502,12934326,1
12933672,12934347,1
12930724,12933077,1
12932296,12933707,1
12931740,12933077,1
12933441,12933792,1
12933441,12930574,1
12933437,12934393,1
12934414,12932407,1
12932584,12933429,1
12933441,12932308,1
12930647,12932898,1
12933937,12930731,1
12931882,12931593,1
12933429,12930270,1
12934502,12933906,1
12932297,12930590,1
12932297,12931985,1
12933046,12931462,1
12930647,12934275,1
12930422,12930641,1
12930647,12932002,1
12930422,12933506,1
12933429,12932599,1
12932297,12933903,1
12932297,12932308,1
12932783,12931782,1
12931850,12932908,1
12932797,12933429,1
12932297,12930165,1
12933429,12933460,1
12932297,12931045,1
12930422,12932470,1
12932206,12932955,1
12934502,12932365,1
12932297,12933225,1
12933155,12933429,1
12930590,12930396,1
12932695,12931782,1
12930616,12934347,1
12934502,12931082,1
12932297,12933540,1
12932297,12931358,1
12933429,12930299,1
12932817,12931782,1
12934502,12932955,1
12933155,12933505,1
12931782,12932898,1
12932297,12932777,1
12934502,12934277,1
12930422,12933950,1
12931740,12930712,1
12933429,12930395,1
12934502,12933294,1
12933623,12932908,1
12930422,12931462,1
12932297,12931503,1
12933441,12931503,1
12933429,12933629,1
12934502,12932407,1
12932297,12932166,1
12933441,12932801,1
12931740,12933291,1
12931740,12934203,1
12930422,12930232,1
12933441,12932772,1
12931740,12933512,1
12932297,12931344,1
12932297,12933948,1
12932020,12932908,1
12933429,12932409,1
12930422,12932190,1
12933441,12932816,1
12934502,12934442,1
12931740,12932898,1
12931740,12930396,1
12931740,12930232,1
12934502,12933291,1
12930515,12934461,1
12933441,12930756,1
12931740,12931274,1
12931740,12932955,1
12933956,12931782,1
12933441,12930261,1
12931740,12932072,1
12930422,12932528,1
12933623,12931782,1
12933441,12931112,1
12931740,12932851,1
12930422,12933291,1
12930422,12930712,1
12931740,12932783,1
12930422,12932898,1
12930422,12931082,1
12930242,12933429,1
12930422,12933558,1
12930422,12932238,1
12931741,12933429,1
12931740,12933567,1
12931740,12934285,1
12930422,12932851,1
12930422,12933155,1
12934502,12930847,1
12932020,12931782,1
12933441,12932955,1
12930647,12931782,1
12930422,12930994,1
12933441,12933512,1
12931740,12932190,1
12931740,12933111,1
12931740,12932089,1
12930422,12932327,1
12930422,12932089,1
12930422,12933111,1
12930422,12933567,1
12933441,12933429,1
